player_id,player_name,nationality,team,position,age,market_value_eur,goals,assists,shots,expected_goals_xg,expected_assists_xa,successful_passes,key_passes,dribbles_attempted,successful_dribbles,tackles,interceptions,player_rating,performance_score,distance_covered_km,goals_per_90,assists_per_90,defensive_actions_per_90,cluster,playing_style
P00661,Brenden Pepi,American,United States,Defender,30,7133353,0,0,7,0.17,0.1,658,11,7,1,46,42,3.6131578947368426,36.47894736842105,148.9,0.0,0.0,6.219239623903131,1,Creative Playmakers
P00662,Yunus Robinson,American,United States,Defender,26,3795812,2,1,3,0.01,0.11,457,5,4,0,54,37,3.486842105263158,35.45789473684211,156.1,0.0666118421052631,0.0388265746333045,6.456555745473422,1,Creative Playmakers
P00663,Christian Sargent,American,United States,Midfielder,25,24660881,1,2,19,0.46,1.58,906,36,43,13,43,25,4.45,44.82105263157895,184.6,0.0288831835686777,0.0718623481781376,3.89815766419233,0,Elite Attackers
P00664,Weston Acosta,American,United States,Midfielder,26,8116418,2,1,21,0.73,1.08,808,34,30,6,23,24,4.0736842105263165,40.76842105263158,158.0,0.057774959487071,0.0299800133244503,2.7368103178370307,0,Elite Attackers
P00665,Giovanni Tillman,American,United States,Midfielder,26,36664322,2,10,36,1.79,2.89,1675,57,58,18,49,45,5.539473684210527,55.41052631578947,231.6,0.0584884467265725,0.3368666185252662,4.840763105613307,0,Elite Attackers
P00666,Tyler Morris,American,United States,Midfielder,28,8807034,2,5,17,0.4,1.64,707,27,29,9,29,18,3.794736842105263,38.38157894736842,145.0,0.1339712918660287,0.1815901774350527,3.040167885683214,4,Balanced Players
P00667,Antonee Horvath,American,United States,Midfielder,25,11543243,2,2,18,0.48,0.43,836,21,33,8,21,18,4.16842105263158,42.107894736842105,152.8,0.1550181120818239,0.0657894736842105,3.2176817211890705,4,Balanced Players
P00668,Timothy Yedlin,American,United States,Midfielder,23,10161004,1,1,8,0.28,0.52,423,20,25,8,38,26,3.2710526315789474,33.18684210526315,146.1,0.0845864661654135,0.0263157894736842,3.705519143044428,1,Creative Playmakers
P00669,Sergino Hoppe,American,United States,Midfielder,27,9234179,2,5,24,1.06,1.46,997,33,38,11,29,29,4.468421052631579,44.54473684210527,196.3,0.0526315789473684,0.1569927823223016,3.439566166337973,0,Elite Attackers
P00670,Brenden McKennie,American,United States,Midfielder,26,24731087,1,10,12,0.22,1.71,784,30,42,13,26,13,3.3000000000000003,33.47631578947368,157.7,0.0263157894736842,0.3005903995892872,2.282406435419482,2,Defensive Specialists
P00671,Christian Horvath,American,United States,Forward,19,36990617,4,2,26,1.33,1.07,363,19,37,12,6,3,3.2157894736842105,32.77105263157895,132.9,0.1201805641530593,0.0583214793741109,0.6509811134830586,2,Defensive Specialists
P00672,Weston Yedlin,American,United States,Forward,29,40835492,4,6,31,1.44,0.54,319,15,45,17,6,4,3.360526315789474,34.02894736842105,125.3,0.1150075854825533,0.1749624046886724,0.5450274124472253,2,Defensive Specialists
P00673,Giovanni Hoppe,American,United States,Forward,25,16660900,9,4,46,2.19,1.03,610,30,72,30,15,13,4.760526315789474,48.060526315789474,201.9,0.3166651531005589,0.1648022103915358,1.4696012606867794,4,Balanced Players
P00674,Tyler McKennie,American,United States,Forward,22,13541079,2,1,21,0.73,0.26,213,12,21,5,14,7,3.386842105263157,34.002631578947366,146.4,0.055198973042362,0.0288831835686777,1.0838481098863677,2,Defensive Specialists
P00675,Antonee Adams,American,United States,Forward,22,7035379,3,3,23,1.32,0.48,226,9,40,15,15,8,3.6789473684210527,36.99473684210526,152.9,0.0924043062200957,0.0795454545454545,0.8797314574050276,4,Balanced Players
P00676,Timothy Weah,American,United States,Forward,24,106287395,12,4,46,1.27,0.16,457,21,45,14,7,8,4.286842105263158,42.61578947368421,136.4,0.4152488725937522,0.1489511704990711,0.6229703527728565,4,Balanced Players
P00677,Santiago Lozano,Mexican,Mexico,Goalkeeper,33,22568726,0,0,0,0.0,0.0,227,4,6,1,0,7,2.245,23.3825,106.8,0.0,0.0,0.7217923379431198,2,Defensive Specialists
P00678,Hirving Alvarez,Mexican,Mexico,Goalkeeper,36,1550442,0,0,0,0.0,0.0,166,2,5,1,0,3,1.605,16.392500000000002,78.60000000000001,0.0,0.0,0.5751889642962482,2,Defensive Specialists
P00679,Raul Lainez,Mexican,Mexico,Goalkeeper,27,34952894,0,0,0,0.0,0.0,262,7,2,0,0,9,2.6275,26.7725,120.9,0.0,0.0,0.8594542941453053,2,Defensive Specialists
P00680,Santiago Corona,Mexican,Mexico,Defender,26,14956437,1,2,9,0.07,0.02,544,9,10,1,52,40,3.99,40.245,181.5,0.0271084337349397,0.0502808988764045,6.787664338488577,1,Creative Playmakers
P00681,Hirving Ochoa,Mexican,Mexico,Defender,26,3182100,4,1,10,0.07,0.08,446,8,9,1,47,39,3.4375,35.1425,160.0,0.1469841311613463,0.028125,5.9604641553252815,1,Creative Playmakers
P00682,Raul Herrera,Mexican,Mexico,Defender,29,21706061,1,0,7,0.21,0.22,779,12,9,1,36,41,3.7175,37.6175,155.9,0.0277777777777777,0.0,5.543408383287039,1,Creative Playmakers
P00683,Edson Layun,Mexican,Mexico,Defender,23,9169500,1,0,5,0.0699999999999999,0.3,652,8,8,0,51,36,3.3925,34.065,143.3,0.025,0.0,6.150768920550679,1,Creative Playmakers
P00684,Jesus Gutierrez,Mexican,Mexico,Defender,30,12149504,0,1,11,0.08,0.0999999999999999,674,8,9,1,40,42,3.5325,36.0125,137.4,0.0,0.0274390243902439,5.26875349026109,1,Creative Playmakers
P00685,Diego Vega,Mexican,Mexico,Defender,28,3715579,1,1,7,0.03,0.1,480,9,7,0,45,33,3.645000000000001,37.535,143.0,0.0865384615384615,0.05,6.335543622699765,1,Creative Playmakers
P00686,Guillermo Almada,Mexican,Mexico,Defender,32,6817252,1,0,7,0.06,0.18,764,10,5,0,42,38,4.01,40.1175,147.2,0.0326086956521739,0.0,6.097682638301348,1,Creative Playmakers
P00687,Jorge Cordova,Mexican,Mexico,Defender,32,6248417,1,2,11,0.37,0.21,572,5,8,0,57,41,3.88,39.447500000000005,186.8,0.03515625,0.055,6.912533174749629,1,Creative Playmakers
P00688,Hector Vasquez,Mexican,Mexico,Defender,23,25352417,0,0,5,0.07,0.21,898,8,13,1,59,45,3.6475,37.045,148.6,0.0,0.0,5.925138814805031,1,Creative Playmakers
P00689,Santiago Araujo,Mexican,Mexico,Midfielder,26,5971308,0,2,10,0.24,1.12,638,29,22,6,46,22,4.4925,45.5675,220.9,0.0,0.0553835699184536,3.6363311091639887,0,Elite Attackers
P00690,Hirving Pineda,Mexican,Mexico,Midfielder,22,3207696,1,1,9,0.12,0.86,574,22,18,3,37,21,3.265,32.6275,171.0,0.034090909090909,0.0375,3.128097948009739,1,Creative Playmakers
P00691,Raul Antuna,Mexican,Mexico,Midfielder,22,11132195,1,3,28,0.58,0.55,871,26,36,9,34,31,4.26,43.2825,179.2,0.0375,0.0857517482517482,3.820260644571479,0,Elite Attackers
P00692,Edson Martinez,Mexican,Mexico,Midfielder,19,1844804,3,2,11,0.42,2.61,651,21,24,8,35,29,3.025,30.6875,168.4,0.0848290219702338,0.0984427141268075,2.992748013514398,2,Defensive Specialists
P00693,Jesus Reyes,Mexican,Mexico,Midfielder,26,170783688,6,6,47,0.68,3.18,1749,61,62,18,40,32,4.39,44.3275,212.3,0.1790020850076165,0.1872819998410932,3.016435959366816,0,Elite Attackers
P00694,Diego Romo,Mexican,Mexico,Midfielder,30,16604407,3,7,27,1.15,0.99,965,28,24,4,34,32,3.755,38.0775,180.2,0.2538461538461538,0.3262820287820288,2.571458842257191,4,Balanced Players
P00695,Guillermo Torres,Mexican,Mexico,Midfielder,32,28271942,2,5,17,0.21,1.03,865,34,32,8,27,20,3.2475,32.64,159.8,0.0639874949576441,0.1610141257995735,2.9231632807332506,2,Defensive Specialists
P00696,Jorge Lozano,Mexican,Mexico,Midfielder,23,119311209,1,7,18,0.13,1.16,763,30,22,7,21,7,3.255,32.915,129.6,0.0387931034482758,0.3599359455725099,2.059857191667668,2,Defensive Specialists
P00697,Santiago Reyes,Mexican,Mexico,Forward,29,6087411,3,1,17,1.27,0.88,317,22,37,9,8,7,3.5525,35.815,175.0,0.0858173076923076,0.0255681818181818,0.7802226642717257,4,Balanced Players
P00698,Hirving Romo,Mexican,Mexico,Forward,21,7115418,5,1,20,1.04,0.36,234,9,24,9,9,6,3.075,31.64,144.8,0.140141464627766,0.0264705882352941,0.8653961628780642,2,Defensive Specialists
P00699,Raul Torres,Mexican,Mexico,Forward,21,47575310,11,6,93,2.06,2.89,919,51,100,44,18,11,5.3625,53.88250000000001,197.1,0.3425530760089583,0.1654744121293417,1.6679188948809869,4,Balanced Players
P00700,Edson Lozano,Mexican,Mexico,Forward,30,30220581,9,5,54,3.19,0.45,464,16,59,19,19,5,4.1725,42.1575,185.2,0.235029785771566,0.2398760624814358,1.4759797197703806,4,Balanced Players
P00701,Jesus Alvarez,Mexican,Mexico,Forward,26,17213940,0,4,14,0.68,0.28,221,11,23,5,15,9,3.7325,38.1825,132.7,0.0,0.2134615384615384,1.7974665585465004,2,Defensive Specialists
P00702,Diego Lainez,Mexican,Mexico,Forward,33,3164074,6,2,45,1.17,1.08,362,24,34,12,21,8,4.2,42.3575,182.3,0.1720877807058288,0.05,1.270833865929189,4,Balanced Players
P00703,Alphonso David,Canadian,Canada,Goalkeeper,28,18887406,0,0,0,0.0,0.0,184,4,4,0,0,3,1.8916666666666664,20.06875,92.7,0.0,0.0,0.4700245507935947,2,Defensive Specialists
P00704,Jonathan Eustaquio,Canadian,Canada,Goalkeeper,24,11722842,0,0,0,0.0,0.0,188,3,5,0,0,8,1.85625,19.216666666666665,98.4,0.0,0.0,0.6001403984390783,2,Defensive Specialists
P00705,Cyle Buchanan,Canadian,Canada,Goalkeeper,25,1505463,0,0,0,0.0,0.0,317,6,13,2,0,7,2.5229166666666667,26.22083333333333,141.1,0.0,0.0,0.6525845537533923,2,Defensive Specialists
P00706,Alphonso Johnston,Canadian,Canada,Defender,24,13417261,2,0,9,0.0,0.1699999999999999,668,16,6,1,60,28,3.302083333333333,33.79375,146.9,0.0558035714285714,0.0,6.455307432372884,1,Creative Playmakers
P00707,Jonathan Adekugbe,Canadian,Canada,Defender,25,44729214,0,2,11,0.18,0.05,998,15,9,1,54,57,4.202083333333333,41.68125,196.4,0.0,0.1158088235294117,6.917048955388181,1,Creative Playmakers
P00708,Cyle Borjan,Canadian,Canada,Defender,28,13105101,0,1,17,0.13,0.54,967,18,9,0,69,57,3.95,40.4125,210.2,0.0,0.0240384615384615,6.8358611207176905,1,Creative Playmakers
P00709,Stephen Miller,Canadian,Canada,Defender,24,29312349,0,4,11,0.02,0.19,1392,16,13,0,66,46,4.045833333333333,41.645833333333336,189.8,0.0,0.108238468361916,6.3549021753552575,1,Creative Playmakers
P00710,Alistair Fraser,Canadian,Canada,Defender,28,3184675,0,2,12,0.03,0.19,536,7,10,0,79,53,3.497916666666667,35.43958333333333,192.8,0.0,0.0443802521008403,6.707887669713423,1,Creative Playmakers
P00711,Tajon Utoikamanu,Canadian,Canada,Defender,32,20857491,1,1,7,0.17,0.21,758,12,7,0,69,41,3.302083333333333,33.33958333333333,160.8,0.0604838709677419,0.0246710526315789,6.426226767737231,1,Creative Playmakers
P00712,Sam Hoilett,Canadian,Canada,Defender,28,4761638,0,0,11,0.07,0.05,589,4,13,0,59,45,3.627083333333333,37.12083333333333,190.1,0.0,0.0,6.315020012660448,1,Creative Playmakers
P00713,Liam Cornelius,Canadian,Canada,Defender,29,3772308,1,1,10,0.18,0.11,687,13,10,1,60,66,3.8854166666666665,39.16458333333333,207.5,0.0208333333333333,0.0646551724137931,7.470685019289725,1,Creative Playmakers
P00714,Richie Bomba,Canadian,Canada,Defender,22,40676480,0,0,16,0.09,0.46,1193,18,8,0,79,53,4.4375,44.61875,199.5,0.0,0.0,8.505180965193405,1,Creative Playmakers
P00715,Alphonso Wotherspoon,Canadian,Canada,Midfielder,30,25297508,2,2,34,1.44,1.08,1243,54,58,18,45,38,4.1625000000000005,42.31041666666667,233.9,0.0490720150530277,0.0516183035714285,3.644600321811438,0,Elite Attackers
P00716,Jonathan Cavallini,Canadian,Canada,Midfielder,23,18055562,2,5,24,0.52,0.86,880,39,34,8,36,31,3.825,38.09791666666667,174.9,0.0451807228915662,0.1392661575595626,3.106137791770517,0,Elite Attackers
P00717,Cyle Waterman,Canadian,Canada,Midfielder,21,19575051,1,1,16,0.51,1.78,702,29,20,5,18,22,3.0395833333333333,30.66875,147.9,0.0218023255813953,0.0271739130434782,2.1009540862514005,2,Defensive Specialists
P00718,Stephen Kennedy,Canadian,Canada,Midfielder,28,27335926,3,9,29,0.64,2.03,1499,60,58,19,45,36,3.9333333333333336,39.87708333333334,218.8,0.0693193193193193,0.2139573088726186,3.1695611751930883,0,Elite Attackers
P00719,Alistair Piette,Canadian,Canada,Midfielder,29,5770936,2,5,7,0.56,1.94,711,29,25,5,33,40,3.470833333333333,35.36875,212.7,0.044504915730337,0.1513363879842152,3.037617959683464,1,Creative Playmakers
P00720,Tajon Zator,Canadian,Canada,Midfielder,26,8214515,2,4,14,0.4,1.26,931,34,32,6,53,28,3.779166666666667,37.37291666666667,255.4,0.0467523472371863,0.0916485382749172,3.180749436638134,0,Elite Attackers
P00721,Sam James,Canadian,Canada,Midfielder,28,103774107,4,6,37,1.34,4.09,1691,66,69,22,48,31,4.133333333333334,41.88333333333333,204.9,0.1296458171458171,0.2731481481481481,3.284911622569189,0,Elite Attackers
P00722,Liam David,Canadian,Canada,Midfielder,29,3368297,4,2,10,0.32,1.53,849,31,42,9,45,26,4.5375000000000005,46.08125,247.7,0.2265625,0.1552353896103896,3.521269752200216,0,Elite Attackers
P00723,Alphonso Piette,Canadian,Canada,Forward,20,28828751,7,1,63,2.03,1.01,493,26,60,25,19,4,3.6833333333333336,37.88333333333333,191.4,0.2611692081012662,0.0218023255813953,0.9959232686283538,4,Balanced Players
P00724,Jonathan Zator,Canadian,Canada,Forward,24,11856259,5,3,21,1.68,0.92,374,14,35,9,13,8,3.825,38.45,231.1,0.1251940500263559,0.0776132961137795,1.1259096762523628,4,Balanced Players
P00725,Cyle James,Canadian,Canada,Forward,28,4326762,4,1,28,1.84,1.35,378,35,39,14,18,14,3.35625,33.90208333333333,205.8,0.1448550353155616,0.0246710526315789,1.1402124566887724,4,Balanced Players
P00726,Stephen David,Canadian,Canada,Forward,27,18011935,9,3,49,2.29,0.84,637,36,64,27,13,8,4.354166666666667,43.26875,217.9,0.2688082289856551,0.0823354341736694,1.0799788127638374,4,Balanced Players
P00727,Alistair Eustaquio,Canadian,Canada,Forward,26,14302217,5,3,61,3.24,1.12,625,50,69,26,24,8,4.75,47.88541666666666,240.7,0.1433666713271976,0.0737095141700404,1.4732314213440476,0,Elite Attackers
P00728,Tajon Buchanan,Canadian,Canada,Forward,26,10682047,9,5,39,2.42,0.88,469,19,64,27,9,8,3.2270833333333333,33.510416666666664,168.4,0.2162475151441888,0.1679942810457516,0.6438164338926913,4,Balanced Players
P00729,Keylor Campbell,Costa Rican,Costa Rica,Goalkeeper,28,11420312,0,0,0,0.0,0.0,231,2,5,0,0,10,2.106521739130435,21.88695652173913,101.7,0.0,0.0,0.7045144979856078,2,Defensive Specialists
P00730,Joel Borges,Costa Rican,Costa Rica,Goalkeeper,25,24626941,0,2,0,0.0,0.0,391,10,10,1,0,13,3.4847826086956526,36.01521739130435,182.1,0.0,1.981605351170569,1.3058650856827785,3,Box-to-Box Midfielders
P00731,Bryan Duarte,Costa Rican,Costa Rica,Goalkeeper,28,29692746,0,1,0,0.0,0.0,113,0,4,1,0,4,0.8826086956521739,9.41304347826087,45.0,0.0,0.0235725510738606,0.2945854522946882,2,Defensive Specialists
P00732,Keylor Calvo,Costa Rican,Costa Rica,Defender,27,3545812,0,0,16,0.03,0.13,712,5,11,0,79,54,3.891304347826087,39.46521739130435,219.7,0.0,0.0,7.773820082078718,1,Creative Playmakers
P00733,Joel Oviedo,Costa Rican,Costa Rica,Defender,34,8329722,0,0,10,0.04,0.09,489,8,6,0,56,42,3.752173913043478,38.09130434782609,163.7,0.0,0.0,6.456345659359486,1,Creative Playmakers
P00734,Bryan Matarrita,Costa Rican,Costa Rica,Defender,31,5466016,0,2,15,0.01,0.13,490,2,8,0,44,35,3.2913043478260877,34.03695652173913,163.0,0.0,0.0593021514501073,5.463100220751446,1,Creative Playmakers
P00735,Celso Tejeda,Costa Rican,Costa Rica,Defender,23,14084725,1,1,8,0.1,0.26,803,7,11,1,50,42,3.756521739130435,37.32173913043478,181.9,0.0244565217391304,0.0283553875236294,5.576022251943562,1,Creative Playmakers
P00736,Francisco Wallace,Costa Rican,Costa Rica,Defender,27,7606996,0,3,8,0.09,0.3,902,15,11,1,55,56,3.8434782608695657,39.98478260869565,188.8,0.0,0.0753006648849488,6.529136088570868,1,Creative Playmakers
P00737,Randal Brenes,Costa Rican,Costa Rica,Defender,23,2663776,1,1,10,0.04,0.2799999999999999,492,4,11,1,66,35,3.8978260869565218,39.68695652173913,183.9,0.0271739130434782,0.0230179028132992,6.93070018062894,1,Creative Playmakers
P00738,Patrick Alvarado,Costa Rican,Costa Rica,Defender,30,3442029,1,1,8,0.02,0.29,627,10,12,1,58,44,3.6739130434782608,36.778260869565216,187.6,0.0292018170019467,0.0222332015810276,5.913081697429496,1,Creative Playmakers
P00739,Oscar Chacon,Costa Rican,Costa Rica,Defender,29,1342676,1,0,8,0.18,0.1,593,8,8,0,64,61,4.171739130434783,41.51739130434783,204.0,0.026439482961222,0.0,7.528805432906372,1,Creative Playmakers
P00740,Ronald Haxiel,Costa Rican,Costa Rica,Defender,26,5836484,0,1,12,0.07,0.37,543,7,11,1,66,47,3.182608695652174,32.154347826086955,161.6,0.0,0.0230179028132992,7.019878871289469,1,Creative Playmakers
P00741,Keylor Watson,Costa Rican,Costa Rica,Midfielder,23,3732992,5,2,18,0.55,1.64,784,34,38,11,42,41,3.7369565217391303,38.22608695652174,211.5,0.1874990172183347,0.0538132573057733,3.6168061015139616,0,Elite Attackers
P00742,Joel Soto,Costa Rican,Costa Rica,Midfielder,26,12920911,3,5,17,0.46,0.99,898,29,29,6,48,31,3.6891304347826086,37.45652173913044,174.2,0.1575706901793858,0.1464960721785797,4.149619808302949,0,Elite Attackers
P00743,Bryan Leiton,Costa Rican,Costa Rica,Midfielder,27,113249866,2,4,27,0.21,2.29,1357,66,49,14,45,18,3.9,39.92391304347826,176.9,0.057372319833234,0.1009359017812797,2.8460614874740777,0,Elite Attackers
P00744,Celso Zuniga,Costa Rican,Costa Rica,Midfielder,33,6573781,0,4,18,0.41,1.38,541,20,23,4,30,28,3.4347826086956523,34.589130434782604,184.2,0.0,0.2098880597014925,2.9783259737326246,1,Creative Playmakers
P00745,Francisco Aguilar,Costa Rican,Costa Rica,Midfielder,26,17981105,0,5,31,1.4,1.11,901,46,30,9,35,24,3.5521739130434784,35.96521739130435,186.9,0.0,0.1321464012344182,3.3718312179386523,0,Elite Attackers
P00746,Randal Salas,Costa Rican,Costa Rica,Midfielder,32,12494006,1,1,23,0.33,1.18,708,34,16,3,44,44,4.041304347826087,40.35869565217392,224.1,0.0244565217391304,0.0230179028132992,3.8360713640890234,0,Elite Attackers
P00747,Patrick Vargas,Costa Rican,Costa Rica,Midfielder,20,57646980,9,7,45,2.91,3.79,2026,73,74,26,42,39,4.539130434782609,46.4695652173913,261.6,0.2570656774593217,0.1834206387469737,3.316694855905206,0,Elite Attackers
P00748,Oscar Campbell,Costa Rican,Costa Rica,Midfielder,29,5363327,2,2,12,0.6100000000000001,0.74,646,34,12,2,34,31,3.641304347826087,37.18913043478261,208.6,0.0586125448342227,0.0561395126612517,3.04208077644115,0,Elite Attackers
P00749,Keylor Aguilar,Costa Rican,Costa Rica,Forward,25,42669527,7,1,38,1.99,0.84,398,19,51,21,8,6,3.4543478260869565,34.952173913043474,155.4,0.2525412000993923,0.0292018170019467,0.7430315530481894,4,Balanced Players
P00750,Joel Salas,Costa Rican,Costa Rica,Forward,21,2600472,7,1,42,1.89,1.29,349,24,37,11,21,10,4.1695652173913045,41.91304347826087,233.9,0.175200675890532,0.0331613854089904,1.1672322792219902,4,Balanced Players
P00751,Bryan Vargas,Costa Rican,Costa Rica,Forward,28,47679136,3,4,46,1.91,2.08,519,31,68,24,15,7,3.867391304347826,39.13913043478261,190.1,0.0905230874174973,0.0986325864631427,1.0750562317171093,4,Balanced Players
P00752,Celso Campbell,Costa Rican,Costa Rica,Forward,27,60055692,12,3,58,3.49,1.6,632,24,62,26,12,10,3.563043478260869,36.028260869565216,170.79999999999998,0.3408090504478232,0.0795569643995948,0.8012132091779816,4,Balanced Players
P00753,Francisco Borges,Costa Rican,Costa Rica,Forward,25,15706272,7,4,23,0.79,0.7000000000000001,290,24,29,9,16,8,3.776086956521739,38.36739130434783,187.5,0.2523512462215488,0.1065250068287952,0.922031542333995,4,Balanced Players
P00754,Randal Duarte,Costa Rican,Costa Rica,Forward,23,94057245,14,6,49,2.77,0.91,539,30,50,20,13,5,4.27391304347826,43.547826086956526,160.2,0.4901880550140005,0.1947996511497655,0.990292854640858,4,Balanced Players
P00755,Leon Antonio,Jamaican,Jamaica,Goalkeeper,24,2650518,0,0,0,0.0,0.0,360,12,7,1,0,9,2.5254237288135597,25.815254237288134,186.3,0.0,0.0,0.6958181795150049,2,Defensive Specialists
P00756,Michail Gray,Jamaican,Jamaica,Goalkeeper,27,23723229,0,1,0,0.0,0.0,331,5,7,0,0,12,2.5610169491525423,26.44237288135593,165.9,0.0,1.5254237288135593,0.5772475639862802,3,Box-to-Box Midfielders
P00757,Bobby Hector,Jamaican,Jamaica,Goalkeeper,27,40466205,0,0,0,0.0,0.0,157,0,3,0,0,0,1.4491525423728813,15.201694915254237,87.7,0.0,0.0,0.3928186018092762,2,Defensive Specialists
P00758,Leon Lowe,Jamaican,Jamaica,Defender,21,43256708,1,3,17,0.17,1.16,1650,15,13,1,99,81,4.874576271186441,48.53559322033898,285.6,0.0208962154631994,0.0537090028615452,7.902825987994936,1,Creative Playmakers
P00759,Michail Pinnock,Jamaican,Jamaica,Defender,25,23832643,0,3,15,0.36,0.2299999999999999,1290,21,8,1,56,60,3.605084745762712,36.6271186440678,204.3,0.0,0.0568589797111129,5.428583669129536,1,Creative Playmakers
P00760,Bobby Lawrence,Jamaican,Jamaica,Defender,24,1792743,2,0,7,0.22,0.25,742,7,7,0,64,59,3.957627118644068,39.13220338983052,233.5,0.0437263149127555,0.0,7.37387535624385,1,Creative Playmakers
P00761,Andre Johnson,Jamaican,Jamaica,Defender,28,7581510,3,0,15,0.13,0.1,1033,5,13,1,72,71,3.8135593220338975,38.69830508474576,234.5,0.0565705952249281,0.0,6.248751109882974,1,Creative Playmakers
P00762,Damion Marshall,Jamaican,Jamaica,Defender,28,17989095,2,2,18,0.03,0.63,1115,16,15,1,65,53,4.027118644067796,40.293220338983055,247.9,0.0643847677745982,0.0407838983050847,5.1795313592216266,1,Creative Playmakers
P00763,Kasey Dickinson,Jamaican,Jamaica,Defender,26,26129379,3,0,10,0.03,0.17,1060,13,11,0,79,59,3.894915254237288,39.23389830508475,225.3,0.0933515243742456,0.0,6.21613961793836,1,Creative Playmakers
P00764,Adrian Simpson,Jamaican,Jamaica,Defender,29,5729437,1,2,17,0.09,0.27,1167,22,11,1,79,64,4.196610169491525,42.30338983050848,258.5,0.0188323917137476,0.0380175263682636,7.62146711856594,1,Creative Playmakers
P00765,Shamar Gordon,Jamaican,Jamaica,Defender,27,19568919,2,2,15,0.03,0.5800000000000001,1102,20,8,0,71,72,3.574576271186441,36.54237288135593,228.0,0.0473028031290743,0.0381355932203389,6.30025685839078,1,Creative Playmakers
P00766,Alvas Holness,Jamaican,Jamaica,Defender,27,38859688,0,0,9,0.03,0.34,1247,25,13,0,77,55,3.2711864406779663,33.5,200.3,0.0,0.0,5.241002166734417,1,Creative Playmakers
P00767,Leon Grant,Jamaican,Jamaica,Midfielder,27,8313229,3,5,16,0.8099999999999999,0.86,770,28,24,3,38,48,3.715254237288135,37.58983050847458,266.1,0.058535269522996,0.1042100436684975,3.297606973110721,0,Elite Attackers
P00768,Michail McCarey,Jamaican,Jamaica,Midfielder,26,18781161,2,5,26,1.14,2.98,1532,58,58,18,62,43,4.0288135593220336,40.49152542372882,286.8,0.1397729887261293,0.0894486716857816,3.564660535654953,0,Elite Attackers
P00769,Bobby Lambert,Jamaican,Jamaica,Midfielder,27,3186778,2,6,20,0.74,1.9,1026,30,36,8,52,38,3.745762711864407,38.30338983050848,264.0,0.0779661016949152,0.1249582533188611,3.399855316805097,0,Elite Attackers
P00770,Andre Ricketts,Jamaican,Jamaica,Midfielder,23,41343699,4,6,28,1.13,3.1300000000000003,1264,51,42,14,54,37,3.6338983050847458,36.3728813559322,248.5,0.0834784385131085,0.1235734654200454,2.956939693012105,0,Elite Attackers
P00771,Damion Bishop,Jamaican,Jamaica,Midfielder,26,10030773,2,9,34,0.51,2.78,1409,51,58,20,56,45,4.257627118644067,42.88135593220339,290.1,0.0370139581256231,0.172809861191466,3.22940135217565,0,Elite Attackers
P00772,Kasey Williams,Jamaican,Jamaica,Midfielder,30,2656619,2,1,30,0.62,1.53,1268,53,53,13,90,46,4.769491525423728,48.01186440677966,365.3,0.0368052818289318,0.0177374852187623,4.702766967760378,0,Elite Attackers
P00773,Adrian Rodrigues,Jamaican,Jamaica,Midfielder,24,4759435,1,3,29,0.26,0.84,879,25,37,7,43,28,3.333898305084745,34.010169491525424,248.3,0.022432701894317,0.0563139127566327,2.51084770447969,0,Elite Attackers
P00774,Shamar Antonio,Jamaican,Jamaica,Midfielder,30,24568771,3,4,35,1.03,2.9200000000000004,1397,59,57,15,46,35,4.123728813559322,41.83898305084746,230.2,0.0644495800703009,0.1261181213571954,3.5625457419422464,0,Elite Attackers
P00775,Leon Bishop,Jamaican,Jamaica,Forward,20,27670378,4,6,62,2.61,1.65,600,37,69,25,17,9,3.823728813559322,38.68983050847457,227.6,0.0829285986970827,0.1343993587859006,1.0914332539374625,4,Balanced Players
P00776,Michail Williams,Jamaican,Jamaica,Forward,24,13530722,3,4,38,2.43,0.6900000000000001,414,28,54,15,19,11,3.5915254237288137,36.23559322033898,249.4,0.0972945771253806,0.0877852962294118,1.0320525034873969,0,Elite Attackers
P00777,Bobby Rodrigues,Jamaican,Jamaica,Forward,26,13069824,4,0,21,1.48,0.44,306,16,31,6,17,6,3.1084745762711865,31.105084745762717,195.9,0.09165743020411,0.0,1.1029010186510484,2,Defensive Specialists
P00778,Andre Antonio,Jamaican,Jamaica,Forward,25,6791595,8,3,50,2.09,1.68,652,41,69,24,22,14,3.667796610169491,36.78474576271186,241.2,0.2915911075705885,0.1111665004985044,0.9820640402844631,4,Balanced Players
P00779,Damion Gray,Jamaican,Jamaica,Forward,21,13429232,11,6,68,1.86,1.23,625,38,71,21,19,8,3.710169491525424,37.60169491525424,224.8,0.2627943138641362,0.1370914068945889,0.8269652995824596,4,Balanced Players
P00780,Kasey Hector,Jamaican,Jamaica,Forward,21,47747860,16,9,77,2.9,1.39,820,50,100,43,10,10,3.8,38.71864406779661,221.3,0.3380193279695943,0.1693307316296518,0.7288004785110321,4,Balanced Players
P00781,Anibal Rodriguez,Panamanian,Panama,Goalkeeper,27,15427962,0,0,0,0.0,0.0,215,4,3,0,0,3,2.074468085106383,21.353191489361706,104.0,0.0,0.0,0.6676332957283031,2,Defensive Specialists
P00782,Jose Davis,Panamanian,Panama,Goalkeeper,22,13218977,0,0,0,0.0,0.0,300,5,6,0,0,6,2.368085106382978,24.172340425531917,126.3,0.0,0.0,0.7001934767613304,2,Defensive Specialists
